status,cod_flight_IATA,week_day,week_num,cod_airliner_IATA,cod_airport_IATA,hour,duration,Condition,Temperature,Wind,day_time,acc_Gusts,acc_bad_weather,Delayed,Delay,Tipo,day
On Time,IB3034,Thursday,49,IB,BCN,2023-12-06 21:25:00,1,Rain,9,10,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,KE914,Thursday,49,KE,ICN,2023-12-06 21:30:00,13,Rain,9,10,Night,0,0.0,1,34.58,Tipo 2,2023-12-07
On Time,IB3238,Thursday,49,IB,FCO,2023-12-06 21:35:00,2,Rain,9,10,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3426,Thursday,49,IB,CDG,2023-12-06 21:40:00,2,Rain,9,10,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB8752,Thursday,49,IB,MRS,2023-12-06 21:45:00,2,Rain,9,10,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,UX6049,Thursday,49,UX,PMI,2023-12-06 21:45:00,1,Rain,9,10,Night,0,0.0,1,44.33883333333333,Tipo 2,2023-12-07
On Time,FR5997,Thursday,49,FR,STN,2023-12-06 21:50:00,2,Rain,9,10,Night,0,0.0,1,32.936833333333325,Tipo 2,2023-12-07
On Time,FR5482,Thursday,49,FR,OPO,2023-12-06 21:50:00,1,Rain,9,10,Night,0,0.0,1,35.295500000000004,Tipo 2,2023-12-07
On Time,IB8732,Thursday,49,IB,NCE,2023-12-06 22:00:00,2,Rain,9,10,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,U27652,Thursday,49,U2,LIS,2023-12-06 22:15:00,1,Rain,9,10,Night,0,0.0,1,27.154999999999998,Tipo 1,2023-12-07
On Time,MU710,Thursday,49,MU,PVG,2023-12-06 22:20:00,13,Rain,9,10,Night,0,0.0,1,40.111999999999995,Tipo 2,2023-12-07
On Time,IB8880,Thursday,49,IB,VLC,2023-12-06 22:30:00,1,Rain,9,10,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,VY1009,Thursday,49,VY,BCN,2023-12-06 22:35:00,1,Rain,9,10,Night,0,0.0,1,35.048,Tipo 2,2023-12-07
On Time,LA715,Thursday,49,LA,GRU,2023-12-06 22:40:00,10,Rain,9,10,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,LY398,Thursday,49,LY,TLV,2023-12-06 22:45:00,5,Rain,9,10,Night,0,0.0,1,34.58,Tipo 2,2023-12-07
On Time,IB3118,Thursday,49,IB,LIS,2023-12-06 22:50:00,1,Rain,9,10,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,LA705,Thursday,49,LA,SCL,2023-12-06 23:35:00,14,Rain,9,11,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,UX175,Thursday,49,UX,LIM,2023-12-06 23:45:00,1,Rain,9,11,Night,0,0.0,1,41.39216666666667,Tipo 2,2023-12-07
On Time,UX23,Thursday,49,UX,ASU,2023-12-06 23:45:00,12,Rain,9,11,Night,0,0.0,1,35.490333333333325,Tipo 2,2023-12-07
On Time,AM22,Thursday,49,AM,MEX,2023-12-06 23:45:00,12,Rain,9,11,Night,0,0.0,1,33.08866666666667,Tipo 2,2023-12-07
On Time,UX57,Thursday,49,UX,GRU,2023-12-06 23:55:00,11,Rain,9,11,Night,0,0.0,1,34.768166666666666,Tipo 2,2023-12-07
On Time,IB6589,Thursday,49,IB,BOG,2023-12-06 23:55:00,10,Rain,9,11,Night,0,0.0,1,25.73047619047619,Tipo 1,2023-12-07
On Time,UX41,Thursday,49,UX,EZE,2023-12-06 23:55:00,13,Rain,9,11,Night,0,0.0,1,39.34533333333333,Tipo 2,2023-12-07
On Time,IB6827,Thursday,49,IB,GRU,2023-12-06 23:55:00,11,Rain,9,11,Night,0,0.0,1,29.611666666666668,Tipo 1,2023-12-07
On Time,IB6409,Thursday,49,IB,MEX,2023-12-06 23:55:00,12,Rain,9,11,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB6011,Thursday,49,IB,MVD,2023-12-06 23:59:00,13,Rain,9,11,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB6841,Thursday,49,IB,EZE,2023-12-06 23:59:00,13,Rain,9,11,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB6833,Thursday,49,IB,SCL,2023-12-06 23:59:00,13,Rain,9,11,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
